id,name,slug,description,short_description,category_id,base_price,is_featured
159,Bolso de Mano P25,bolso-de-mano-p25,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,3,175.69,True
160,Gorra Deportiva S49,gorra-deportiva-s49,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,9,549.63,True
161,Cartera Elegante K85,cartera-elegante-k85,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,14,389.62,True
162,Camisa Formal K91,camisa-formal-k91,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,209.28,False
163,Gorra Deportiva T99,gorra-deportiva-t99,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,2,545.57,False
164,Pantalón Jeans L90,pantalon-jeans-l90,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,3,364.74,True
165,Cartera Elegante H41,cartera-elegante-h41,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,8,607.39,True
166,Chaqueta de Cuero O62,chaqueta-de-cuero-o62,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,11,127.65,False
167,Vestido Corto C1,vestido-corto-c1,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,14,120.27,True
168,Pantalón Jeans Q88,pantalon-jeans-q88,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,10,696.14,True
169,Zapatillas F28,zapatillas-f28,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,15,210.56,True
170,Cartera Elegante T61,cartera-elegante-t61,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,11,752.19,False
171,Chaqueta de Cuero O10,chaqueta-de-cuero-o10,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,14,299.11,True
172,Botines P14,botines-p14,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,12,533.31,False
173,Vestido Corto Q72,vestido-corto-q72,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,15,648.32,True
174,Traje de Oficina C61,traje-de-oficina-c61,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,1,792.77,False
175,Sudadera con Capucha D56,sudadera-con-capucha-d56,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,13,656.74,False
176,Bolso de Mano Z12,bolso-de-mano-z12,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,3,675.88,False
177,Traje de Oficina R45,traje-de-oficina-r45,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,7,88.43,False
178,Traje de Oficina E75,traje-de-oficina-e75,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,7,766.29,False
179,Camisa Formal C26,camisa-formal-c26,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,614.83,True
180,Sudadera con Capucha T28,sudadera-con-capucha-t28,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,3,798.04,False
181,Gorra Deportiva X60,gorra-deportiva-x60,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,10,58.93,True
182,Bolso de Mano Z7,bolso-de-mano-z7,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,4,360.07,True
183,Cartera Elegante W25,cartera-elegante-w25,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,1,650.89,True
184,Cartera Elegante U53,cartera-elegante-u53,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,6,398.6,True
185,Sudadera con Capucha H5,sudadera-con-capucha-h5,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,11,155.63,False
186,Chaqueta de Cuero Y99,chaqueta-de-cuero-y99,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,3,120.35,True
187,Vestido Corto V15,vestido-corto-v15,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,6,339.14,False
188,Camisa Formal I96,camisa-formal-i96,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,674.13,False
189,Sudadera con Capucha R32,sudadera-con-capucha-r32,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,15,441.06,True
190,Camisa Casual X8,camisa-casual-x8,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,10,653.37,False
191,Sudadera con Capucha D79,sudadera-con-capucha-d79,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,7,326.5,False
192,Vestido Largo I79,vestido-largo-i79,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,7,513.36,False
193,Camisa Formal D12,camisa-formal-d12,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,105.46,True
194,Zapatillas S59,zapatillas-s59,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,10,375.59,False
195,Vestido Largo V83,vestido-largo-v83,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,13,242.44,True
196,Bolso de Mano X28,bolso-de-mano-x28,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,8,500.53,False
197,Bolso de Mano J55,bolso-de-mano-j55,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,11,202.0,True
198,Bolso de Mano Q56,bolso-de-mano-q56,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,2,567.48,False
199,Falda Midi K55,falda-midi-k55,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,6,453.75,True
200,Vestido Corto S58,vestido-corto-s58,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,10,625.92,False
201,Gorra Deportiva A13,gorra-deportiva-a13,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,6,635.19,True
202,Botines X25,botines-x25,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,13,593.74,True
203,Sudadera con Capucha M25,sudadera-con-capucha-m25,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,11,591.26,False
204,Gorra Deportiva D90,gorra-deportiva-d90,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,3,331.15,False
205,Gorra Deportiva M99,gorra-deportiva-m99,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,8,704.82,False
206,Camisa Casual V27,camisa-casual-v27,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,4,340.8,False
207,Pantalón Jeans W26,pantalon-jeans-w26,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,12,179.19,True
208,Vestido Largo G64,vestido-largo-g64,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,8,228.71,False
209,Vestido Largo P10,vestido-largo-p10,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,12,84.72,True
210,Botines M10,botines-m10,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,12,386.17,False
211,Vestido Largo Z53,vestido-largo-z53,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,15,710.51,False
212,Camisa Formal N93,camisa-formal-n93,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,6,299.12,True
213,Camisa Casual Q6,camisa-casual-q6,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,9,714.66,True
214,Gorra Deportiva I25,gorra-deportiva-i25,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,3,328.45,True
215,Pantalón Jeans I96,pantalon-jeans-i96,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,2,754.29,False
216,Bolso de Mano F75,bolso-de-mano-f75,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,8,359.61,True
217,Vestido Largo N12,vestido-largo-n12,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,8,655.99,False
218,Camisa Formal T96,camisa-formal-t96,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,12,59.21,True
219,Sudadera con Capucha B67,sudadera-con-capucha-b67,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,15,152.79,False
220,Vestido Largo Z24,vestido-largo-z24,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,8,697.16,False
221,Traje de Oficina V46,traje-de-oficina-v46,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,10,660.65,False
222,Pantalón Chino C3,pantalon-chino-c3,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,7,628.48,True
223,Vestido Largo P3,vestido-largo-p3,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,9,63.07,False
224,Vestido Corto M2,vestido-corto-m2,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,1,782.34,True
225,Sudadera con Capucha A46,sudadera-con-capucha-a46,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,2,150.16,True
226,Camisa Formal N32,camisa-formal-n32,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,6,512.4,True
227,Zapatillas M22,zapatillas-m22,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,7,365.74,True
228,Traje de Oficina R8,traje-de-oficina-r8,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,14,514.72,True
229,Gorra Deportiva J72,gorra-deportiva-j72,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,7,443.69,False
230,Cartera Elegante W68,cartera-elegante-w68,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,7,162.45,False
231,Zapatillas U66,zapatillas-u66,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,9,325.35,True
232,Pantalón Jeans D20,pantalon-jeans-d20,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,2,579.1,False
233,Traje de Oficina I88,traje-de-oficina-i88,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,5,698.35,True
234,Cartera Elegante X38,cartera-elegante-x38,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,2,223.39,False
235,Zapatillas R81,zapatillas-r81,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,14,317.14,False
236,Pantalón Jeans V97,pantalon-jeans-v97,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,13,793.17,True
237,Pantalón Jeans R72,pantalon-jeans-r72,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,8,553.19,False
238,Cartera Elegante M38,cartera-elegante-m38,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,11,780.92,False
239,Camisa Casual V3,camisa-casual-v3,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,9,748.19,True
240,Gorra Deportiva J6,gorra-deportiva-j6,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,9,385.02,False
241,Vestido Largo I58,vestido-largo-i58,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,15,325.14,False
242,Zapatillas T42,zapatillas-t42,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,4,268.32,False
